Straßenname;Erläuterung;Geschlecht;Kategorie;Quellenangabe
'FUSTSTRASSE';'Fust, Johannes (geb. um 1400 in Mainz, gest. 30.10.1466 in Paris), Geschäftsmann, Teilhaber und später Besitzer der Druckerwerkstatt Johannes Gutenbergs. Nachdem Fust den Prozess gegen Gutenberg auf Rückzahlung seiner Schulden gewonnen hatte, übernahm er dessen Druckerei und führte sie mit seinem Schwiegersohn Peter Schöffer weiter.';'m';'None';'None'
'GABELSBERGERSTRASSE';'Gabelsberger, Franz Xaver (geb. 09.02.1789 in München, gest. 04.01.1849 in München), Stenograph, Schreiber im bayerischen Staatsdienst, der seit 1871 eine Schnellschrift entwickelte, aus der 1924 die Deutsche Einheitskurzschrift hervorging. 1901 wurde auf Antrag des Gabelsberger Stenographen Vereins die Straße so benannt.';'m';'None';'None'
'GABRIELE-FAUST-STRASSE';'Faust, Gabriele (geb. 01.07.1834 in Armsheim/Rheinhessen, gest. 03.07.1879), 1854 Eintritt in den Orden der Schwestern von der Göttlichen Vorsehung, 1856 erste Schulschwester in Weisenau';'w';'Kirche';'None'
'GALILEO-GALILEI-STRASSE';'Galilei, Galileo (geb. 15.02.1564 in Pisa, gest. 08.01.1642 in Arcetri bei Florenz), italienischer Mathematiker, Physiker und Philosoph';'m';'None';'None'
'GALLUSGASSE';'Gallus (gest. um 650 in Arbon/Schweiz, Grab in St. Gallen), Heiliger, Missionar und Eremit, Schutzpatron der Metzger. Bis 1898 befanden sich in der Straße das Kälberschlachthaus bzw. die Ställe der Metzger.';'m';'None';'None'
'GASSNERALLEE';'Gaßner, Heinrich, Dr. (geb. 08.06.1847 in Mainz, gest. 09.09.1905 in Mainz), Beigeordneter von 1885-1894, Oberbürgermeister in Mainz 1894-1905';'m';'None';'None'
'GASTELLSTRASSE';'Gastell, Joseph (geb. 15.01.1785 in Mainz, gest. 24.09.1852 in Mainz), Unternehmer, Begründer der Waggonfabrik Gebrüder Gastell';'m';'None';'None'
'GENERALOBERST-BECK-STRASSE';'Beck, Ludwig August Theodor (geb. 29.06.1880 in Biebrich, gest. 20.07.1944 in Berlin), 1935-1938 Generalstabschef des Heeres. Er gehörte dem Widerstandskreis des 20. Juli an und war als Staatsoberhaupt des vom Nationalsozialismus befreiten Deutschlands vorgesehen. Nach dem gescheiterten Attentat wurde er am 20. Juli 1944 erschossen.';'m';'None';'None'
'GENSFLEISCHSTRASSE';'Gensfleisch zur Laden, Johannes, gen. Gutenberg (geb. um 1400 in Mainz, gest. 03.02.1468 in Mainz), gilt als Erfinder des Buchdrucks mit beweglichen Metall-Lettern';'m';'None';'None'
'GEORG-BÜCHNER-STRASSE';'Büchner, Georg (geb. 17.10.1813 in Goddelau bei Darmstadt, gest. 19.02.1837 in Zürich), Schriftsteller';'m';'None';'None'
'GEORG-FAHRBACH-STRASSE';'Fahrbach, Georg (geb. 24.04.1897 in Mainz, gest. 02.09.1959 in Mainz), Kaufmann, Mitbegründer der VdK-Siedlung';'m';'None';'None'
'GEORG-FRÖHDER-STRASSE';'Fröhder, Georg Heinrich (geb. 01.06.1866 in Mainz, gest. 09.05.1943 in Mainz), 1919-1930 Bürgermeister und 1930-1933 erster Ortsvorsteher in Bretzenheim';'m';'None';'None'
'GEORG-HAMM-STRASSE';'Hamm, Georg (geb. 12.10.1828 in Elsheim, gest. 21.11.1904 in Mainz), Gründer der seit 1907 und hier noch ansässigen Holzhandelsfirma Gebr. Hamm (Industriegelände)';'m';'None';'None'
'GEORG-MOLLER-PASSAGE';'Moller, Georg, Dr. (geb. 21.01.1784 in Diepholz, gest. 13.03.1852 in Darmstadt), Hess. Hofbaumeister und Baudirektor, unter ihm 1829-33 Bau des Mainzer Theaters, 23.11.1831 erster Mainzer Ehrenbürger';'m';'None';'None'
'GEORG-SCHRANK-STRASSE';'Schrank, Georg (geb. 21.09.1911 in Kolbermoor/Bayern, gest. 22.06.1978 in Mainz), 1974 bis 1978 Ortsvorsteher von Hechtsheim';'m';'None';'None'
'GEORGE-WASHINGTON-STRASSE';'Washington, George (geb. 22.02.1732 in Wakefield, gest. 14.12.1799 in Mount Vernon), amerikanischer General und 1789 bis 1797 erster Präsident der USA';'m';'None';'None'
'GERHART-HAUPTMANN-STRASSE';'Hauptmann, Gerhart (geb. 15.11.1862 in Bad Salzbrunn, gest. 06.06.1946 in Agnetendorf/Landkreis Hirschberg), Dichter, Literatur-Nobelpreisträger';'m';'None';'None'
'GERMANIKUSSTRASSE';'Germanikus, Gajus Julius Caesar (geb. 24.05.15 v. Chr. in Rom, gest. 19 n. Chr. in Daphne bei Antiochia/Syrien), römischer Feldherr, Sohn des Drusus, Oberbefehlshaber der rheinischen Legionen';'m';'None';'None'
'GESCHWISTER-HEINEFETTER-PLATZ';'Zu der Mainzer Musikerfamilie Heinefetter gehörten sechs Töchter, die bekannte Sängerinnen und Musikerinnen des 19. Jahrhunderts waren, und ebenso wie ihre vier Brüder schon in jungen Jahren in Mainz auf der Bühne standen.';'f';'None';'None'
'GESCHWISTER-SCHOLL-STRASSE';'Scholl, Hans (geb. 22.09.1918 in Ingersheim, gest. 22.02.1943 in München) und Scholl, Sophie (geb. 09.05.1921 in Forchenberg, gest. 22.02.1943 in München), führende Mitglieder der Widerstandsgruppe \"Weiße Rose\", von den Nationalsozialisten hingerichtet';'f';'None';'None'
'GISELA-ABELS-LAHR-WEG';'Gisela Abels-Lahr (geb. 02.03.1940 in Mainz, gest. 02.01.2014 in Mainz), Fastnachtsrednerin, Tierschützerin, Vorsitzende VdK-Ortsverband Gonsenheim';'w';'Fastnachterin';'None'
'GOETHEPLATZ';'Goethe, Johann Wolfgang von (geb. 28.08.1749 in Frankfurt am Main, gest. 22.03.1832 in Weimar), Dichter, Staatsmann und Naturforscher. Goethe war mehrere Male in Mainz, unter anderem beschrieb er die Belagerung von Mainz 1793 und lieferte eine Beschreibung und Zeichnung des Eichelsteins. Die Benennung erfolgte anlässlich des 150. Geburtstag von Goethe.';'m';'None';'None'
'GOETHESTRASSE';'Goethe, Johann Wolfgang von (geb. 28.08.1749 in Frankfurt am Main, gest. 22.03.1832 in Weimar), Dichter, Staatsmann und Naturforscher. Goethe war mehrere Male in Mainz, unter anderem beschrieb er die Belagerung von Mainz 1793 und lieferte eine Beschreibung und Zeichnung des Eichelsteins. Die Benennung erfolgt anlässlich des 150. Geburtstags von Goethe.';'m';'None';'None'
'GÖRRESSTRASSE';'Görres, (Johann) Josef von (geb. 25.01.1776 in Koblenz, gest. 29.01.1848 in München), Gelehrter und Publizist, Napoleongegner, Gründer und Herausgeber des Rheinischen Merkurs';'m';'None';'None'
'GÖRZSTRASSE';'Görz, Adolf (geb. 18.12.1857 in Mainz, gest. 28.07.1900 in Gießbach/Schweiz), Kaufmann, Stifter von Sozialwohnungen. Die ab 1903 erbauten Häuser in der Straße gehen auf seine Stiftung zurück.';'m';'None';'None'
'GOSSLERWEG';'Goßler, Konrad von (geb. 28.12.1848 in Potsdam, gest. 07.02.1933 in Eisenach), 1908-1910 Gouverneur der Festung Mainz';'m';'None';'None'
'GÖTTELMANNSTRASSE';'Göttelmann, Karl Emil, Dr. (geb. 03.11.1858 in Wörrstadt, gest. 03.04.1928 in Mainz), von 1905 bis 1919 Oberbürgermeister von Mainz. Während seiner Amtszeit wurden unter anderem das neue Krankenhaus in der Langenbeckstraße und die Stadtbibliothek erbaut sowie Mombach, Kastel, Amöneburg und Kostheim eingemeindet.';'m';'None';'None'
'GOTTFRIED-SCHWALBACH-STRASSE';'Schwalbach, Gottfried, ältester bekannter Bürgermeister in Marienborn, Erwähnung 1580';'m';'None';'None'
'GOTTLIEB-DAIMLER-STRASSE';'Daimler, Gottlieb (geb. 17.03.1834 in Schorndorf, gest. 06.03.1900 in Stuttgart-Bad Cannstatt), Maschinenbauingenieur und Erfinder';'m';'None';'None'
'GÖTZSTRASSE';'Goetz, Ferdinand (geb. 24.05.1826 in Leipzig, gest. 13.10.1915 in Leipzig), Arzt und Förderer des Vereinsturnens';'m';'None';'None'
'GRAF-STAUFFENBERG-STRASSE';'Stauffenberg, Claus Schenk Graf von (geb. 15.11.1907 auf Schloß Jettingen/Landkreis Günzburg, gest. 20.07.1944 in Berlin), Offizier und zentrale Figur des militärischen Widerstands gegen den Nationalsozialismus. Er wurde nach dem von ihm ausgeführten gescheiterten Attentat auf Adolf Hitler erschossen.';'m';'None';'None'
'GREIFFENKLAUSTRASSE';'Greiffenklau, Georg Friedrich von (geb. 08.09.1573, gest. 06.07.1629), von 1626 bis 1629 Erzbischof und Kurfürst von Mainz, unter ihm Beginn der Erbauung des kurfürstlichen Schlosses';'m';'None';'None'
'GRÜNEWALDSTRASSE';'Grünewald, Matthias (geb. 1475 oder 1480 in Würzburg, gest. 31.08.1528 in Halle a. d. Saale), eigentlich Mathis Gothart-Nithart, Maler und Baumeister, neben Albrecht Dürer der bedeutendste deutsche Vertreter der Renaissance';'m';'None';'None'
'GUSTAV-MAHLER-STRASSE';'Mahler, Gustav (geb. 07.07.1860 in Kalischt/Mähren, gest. 18.05.1911 in Wien), Komponist und Dirigent';'m';'None';'None'
'GUTENBERGPLATZ';'Gensfleisch zur Laden, Johannes, gen. Gutenberg (geb. um 1400 in Mainz, gest. 03.02.1468 in Mainz), gilt als Erfinder des Buchdrucks mit beweglichen Metall-Lettern';'m';'None';'None'
'GUTENBERGSTRASSE';'Gensfleisch zur Laden, Johannes, gen. Gutenberg (geb. um 1400 in Mainz, gest. 03.02.1468 in Mainz), gilt als Erfinder des Buchdrucks mit beweglichen Metall-Lettern';'m';'None';'None'
'HÄFNERSTRASSE';'Hefner, Franz Xaver (geb. 02.09.1806 in Elsheim, gest. 16.03.1850 in Mombach), ab 1825 Lehrer in Mombach';'m';'None';'None'
'HAHN-MEITNER-WEG';'Hahn, Otto Prof. Dr. (geb. 08.03.1879 in Frankfurt am Main, gest. 28.07.1968 in Göttingen), Chemiker, Mitentdecker der Kernspaltung, Nobelpreisträger; Meitner, Lise, Dr. (geb. 07.11.1878 in Wien, gest. 27.10.1968 in Cambridge), österreichisch-schwedische Physikerin, forschte zur Radio- und Kernchemie';'m';'None';'None'
'HÄNDELSTRASSE';'Händel, Georg Friedrich (geb. 23.02.1685 in Halle/Saale, gest. 14.04.1759 in London), Komponist HÄNLEINGÄßCHEN Hänlein, Johann Kaspar (gest. 22.10.1763 in Mainz), Domvikar, der 1763 den Neubau der Ignazkirche durch eine Stiftung von 28 000 Gulden ermöglichte. Hänlein ist auch der Name einer alteingesessenen Schifferund Fischerfamilie.';'m';'None';'None'
'HANNS-DIETER-HÜSCH-BRÜCKE';'Hüsch, Hanns-Dieter (geb. 06.05.1925 in Moers, gest. 06.12.2005 in Windeck-Werfen), Kabarettist, Schriftsteller, Liedermacher, Schauspieler, Kinderbuchautor und Rundfunkmoderator, Gründer des Kabaretts \"arche nova\" in Mainz';'m';'None';'None'
'HANNS-DIETER-HÜSCH-WEG';'Hüsch, Hanns-Dieter (geb. 06.05.1925 in Moers, gest. 06.12.2005 in Windeck-Werfen), Kabarettist, Schriftsteller, Liedermacher, Schauspieler, Kinderbuchautor und Rundfunkmoderator, Gründer des Kabaretts \"arche nova\" in Mainz';'m';'None';'None'
'HANS-BÖCKLER-STRASSE';'Böckler, Hans (geb. 26.02.1875 in Trautskirchen bei Neustadt an der Aisch, gest. 16.02.1951 in Düsseldorf), Gewerkschaftler und Sozialpolitiker, seit 1949 Vorsitzender des Deutschen Gewerkschaftsbundes';'m';'None';'None'
'HANS-KLENK-STRASSE';'Klenk, Hans (geb. 03.04.1906 in Ludwigsburg, gest. 07.03.1983 in Mainz), Unternehmer (Hakle-Werke), Mäzen, Stifter';'m';'None';'None'
'HANS-STENNER-STRASSE';'Stenner, Hans (geb. 12.06.1934 in Hechtsheim, gest. 11.12.2009), Landwirt und Winzer, CDU-Politiker, 1989-2004 Ortsvorsteher in Hechtsheim';'m';'None';'None'
'HANS-ZÖLLER-STRASSE';'Zöller, Hans (geb. 21.12.1909 in Mainz, gest. 06.12.1959 in Laubenheim), Fabrikant, Modernisierer der Müllabfuhr';'m';'None';'None'
'HAYDNSTRASSE';'Haydn, (Franz) Joseph (geb. 31.03.1732 in Rohrau/Niederösterreich, gest. 31.05.1809 in Wien), Komponist';'m';'None';'None'
'HCH.-V.-BRENTANO-STRASSE';'Brentano, Heinrich von, Dr. (geb. 20.06.1904 in Offenbach, gest. 14.11.1964 in Darmstadt), christdemokratischer Politiker, 1955-1961 Bundesaußenminister, 1949-1955 sowie 1961-1964 Bundesfraktionsvorsitzender der CDU';'m';'None';'None'
'HEBBELSTRASSE';'Hebbel, Christian Friedrich (geb. 18.03.1813 in Wesselburen, gest. 13.12.1863 in Wien), Schriftsteller';'m';'None';'None'
'HECKERSTRASSE';'Hecker, Friedrich Franz Karl (geb. 28.09.1811 in Eichtersheim/Kraichgau, gest. 24.03.1881 in Summerfield/Illinois), Rechtsanwalt, Revolutionär des Jahres 1848, nach Flucht in die USA Offizier im Sezessionskrieg auf Seiten der Nordstaaten';'m';'None';'None'
'HEGELSTRASSE';'Hegel, Georg Wilhelm Friedrich (geb. 27.08.1770 in Stuttgart, gest. 14.11.1831 in Berlin), Philosoph';'m';'None';'None'
'HEIMSTRASSE';'Heim, Franz, 1874-1896 Bürgermeister in Mombach';'m';'None';'None'
'HEINRICH-FREBER-STRASSE';'Freber, Heinrich Friedrich (geb. 17.05.1869 in Mombach, gest. 31.01.1936 in Mombach), 1905 bis 1907 Bürgermeister, 1907 bis 1934 Ortsvorsteher von Mombach';'m';'None';'None'
'HEINRICH-HEINE-STRASSE';'Heine, Heinrich (geb. 13.12.1797 in Düsseldorf, gest. 17.02.1856 in Paris), Dichter und Publizist';'m';'None';'None'
'HEINRICH-SCHROHE-STRASSE';'Schrohe, Heinrich Joseph Maria, Prof. Dr. (geb. 28.04.1864 in Mainz, gest. 14.02.1939 in Mainz), Studienrat und Erforscher der Mainzer Geschichte, Mainzer Ehrenbürger';'m';'None';'None'
'HEINRICH-VON-GAGERN-STRASSE';'Gagern, Heinrich Freiherr von (geb. 20.08.1799 in Bayreuth, gest. 22.05.1880 in Darmstadt), liberaler Politiker, hessischer Minister, 1848 Präsident der Frankfurter Nationalversammlung.';'m';'None';'None'
'HEINRICH-VON-MEIßEN-STRASSE';'Meißen, Heinrich von, genannt Frauenlob (geb. 1250/60 im Meißnischen, gest. 29.11.1318 in Mainz), Dichter und Minnesänger, der den Minnesang mit der Marienverehrung verschmolz. Nach der von Matthias von Neuenburg überlieferten Legende sollen trauernde Mainzer Frauen den Sänger zu Grabe getragen haben. Sein Grabstein im Mainzer Dom wurde 1774 versehentlich zerstört, seitdem erinnert eine barocke Nachbildung der Grabplatte von 1783 an den Dichter.';'m';'None';'None'
'HEINRICH-VON-STEPHAN-STRASSE';'Stephan, Heinrich von (geb. 07.01.1831 in Stolp, gest. 08.04.1897 in Berlin), Organisator des deutschen Postwesens';'m';'None';'None'
'HEINRICH-WOTHE-STRASSE';'Wothe, Heinrich (geb. 14.11.1877 in Biebrich, gest. 05.05.1946 in Bad Schwalbach), seit 1924 Vorsitzender des Rheinischen Heimatvereins Mainz (1899) e.V., Herausgeber des Buches \"Mainz - ein Heimatbuch\"';'m';'None';'None'
'HEINZ-LEMB-WEG';'Lemb, Heinz (geb. 27.01.1936 in Hechtsheim, gest. 24.09.1997 in Hechtsheim), Landwirt, Winzer, 1949 Mitglied des Radfahrer-Vereins 1910 Hechtsheim, Gewinner einiger Hallenradsportmeisterschaften, deutscher Meister im Sechser-Rasenradball';'m';'None';'None'
'HELMHOLTZWEG';'Helmholtz, Hermann von (geb. 31.08.1821 in Potsdam, gest. 08.09.1894 in Charlottenburg), Physiker und Prof. für Physiologie in Bonn';'m';'None';'None'
'HELMUT-KOHL-PLATZ';'Kohl, Helmut Dr. (geb. 03.04.1930 in Ludwigshafen am Rhein; gest. 16.06.2017 ebenda), Bundeskanzler der Bundesrepublik Deutschland, vorher Ministerpräsident von Rheinland-Pfalz';'m';'None';'None'
'HENRI-DUNANT-STRASSE';'Dunant, Henri (geb. 08.05.1828 in Genf, gest. 30.10.1910 in Heiden/Kanton Appenzell Außerrhoden), schweizerischer Philanthrop und Schriftsteller, Begründer des Roten Kreuzes';'m';'None';'None'
'HENRY-MOISAND-STRASSE';'Moisand, Henry (geb. 28.07.1909 in Longchamp, gest. 28.04.1982 in Dijon), Bürgermeister von Longchamp, der Partnergemeinde Laubenheims, 1947-1977';'m';'None';'None'
'HERDERPLATZ';'Herder, Johann Gottfried (geb. 25.08.1744 in Mohrungen, gest. 18.12.1803 in Weimar), Philosoph, Theologe und Dichter';'m';'None';'None'
'HERMANN-DEXHEIMER-WEG';'Hermann Dexheimer (18.06.1930 - 18.11.2005), Publizist, 1965 - 1995 Chefredakteur der Allgemeinen Zeitung Mainz.';'m';'None';'None'
'HERMANN-EHLERS-STRASSE';'Ehlers, Hermann (geb. 01.10.1904 in Schöneberg/Kreis Teltow, gest. 29.10.1954 in Oldenburg), Dr. jur., christdemokratischer Politiker, 1950-1954 Bundestagspräsident';'m';'None';'None'
'HERMANN-HESSE-STRASSE';'Hesse, Hermann (geb. 02.07.1877 in Calw, gest. 09.08.1962 in Montagnola/Schweiz), Dichter, Literatur-Nobelpreisträger';'m';'None';'None'
'HERMANN-LÖNS-STRASSE';'Löns, Hermann (geb. 29.08.1866 in Culm bei Bromberg, gest. 26.09.1914 bei Reims), Schriftsteller';'m';'None';'None'
'HILDEGARD-VON-BINGEN-STRASSE';'Hildegard (geb. 1098, gest. 17.09.1179 im Kloster Rupertsberg bei Bingen), Heilige, Theologin und Mystikerin, Äbtissin des Klosters auf dem Rupertsberg bei Bingen, die vor allem theologische und naturwissenschaftlich-medizinische Werke verfasste. Bedeutendste Universalgelehrte des 12. Jahrhunderts.';'w';'Kirche';'None'
'HILDEGARDSTRASSE';'Hildegard (geb. 1098, gest. 17.09.1179 im Kloster Rupertsberg bei Bingen), Heilige, Theologin und Mystikerin, Äbtissin des Klosters auf dem Rupertsberg bei Bingen, die vor allem theologische und naturwissenschaftlich-medizinische Werke verfasste. Bedeutendste Universalgelehrte des 12. Jahrhunderts. Benannt wurde die Straße 1911 anlässlich des Neubaus des St. Hildegardiskrankenhauses.';'w';'Kirche';'None'
'HINDEMITHSTRASSE';'Hindemith, Paul (geb. 16.11.1895 in Hanau, gest. 28.12.1963 in Frankfurt am Main), Komponist, schuf für die 2000-Jahrfeier der Stadt Mainz 1962 den \"Mainzer Umzug für Sopran, Tenor, Bariton, gemischten Chor und Orchester\"';'m';'None';'None'
'HINDENBURGPLATZ';'Hindenburg, Paul von Beneckendorff und (geb. 02.10.1847 in Posen, gest. 02.08.1934 auf Gut Neudeck bei Freystadt/Westpreußen), Generalfeldmarschall im Ersten Weltkrieg, 1925 bis 1934 Reichspräsident. 1933 berief er Hitler zum Reichskanzler.';'m';'None';'None'
'HINDENBURGSTRASSE';'Hindenburg, Paul von Beneckendorff und (geb. 02.10.1847 in Posen, gest. 02.08.1934 auf Gut Neudeck bei Freystadt/Westpreußen), Generalfeldmarschall im Ersten Weltkrieg, 1925 bis 1934 Reichspräsident. 1933 berief er Hitler zum Reichskanzler.';'m';'None';'None'
'HINTERE CHRISTOFSGASSE';'Christophorus, griech.-lat. \"Christus-Träger\", Heiliger und Schutzpatron der Schiffer, Flößer, Pilger und Reisenden, einer der 14 Nothelfer. Die Straße wurde benannt nach der Christofskirche.';'m';'None';'None'
'HOCHGESANDSTRASSE';'Hochgesand, Jakob (geb. 28.02.1814 in Mainz, gest. 22.09.1904 in Mainz), Chefarzt des Rochus-Hospitals und Mainzer Ehrenbürger';'m';'None';'None'
'HOF JUNGENFELD';'Benannt nach der Familie, der das gesamte Gelände bis in die 1860er Jahre gehörte.';'f';'None';'None'
'HÖLDERLINSTRASSE';'Hölderlin, Johann Christian Friedrich, Dr. med. (geb. 20.03.1770 in Lauffen am Neckar, gest. 07.06.1843 in Tübingen), Dichter';'m';'None';'None'
'HOLSTEINSTRASSE';'Schleswig-Holstein-Sonderburg-Augustenburg, Prinz Heinrich Karl Waldemar zu (geb. 13.10.1810 in Leipzig, gest. 20.01.1871 in Mainz), 1864 Vicegouverneur von Mainz, 1866 Gouverneur der preußischen Festung Mainz, Ehrenbürger von Mainz';'m';'None';'None'
'HOLTHAUSENSTRASSE';'Holthausen [auch: Holzhauser, Holzhäuser], Johannes Friedrich (gest. 02.01.1683 in Nackenheim), katholischer Pfarrer in Bretzenheim 1665/66, Pfarrer in Nackenheim 1677-1678';'m';'None';'None'
'HUGO-ECKENER-STRASSE';'Eckener, Hugo (geb. 10.08.1868 in Flensburg, gest. 14.08.1954 in Friedrichshafen), Luftfahrtpionier, engster Mitarbeiter des Grafen Zeppelin, unternahm Zeppelinflüge über den Atlantik und zum Nordpol';'m';'None';'None'
'HUTTENSTRASSE';'Hutten, Ulrich von (geb. 21.04.1488 auf Burg Steckelberg bei Schlüchtern, gest. 29.08.1523 auf der Insel Ufenau im Zürichsee), Reichsritter, Humanist und Publizist';'m';'None';'None'
'IDA-VON-HAHN-STRASSE';'Hahn, Ida Marie Louise Sophie Friederike Gustava Gräfin von (geb. 22.06.1805 in Tressow, gest. 12.01.1880 in Mainz), Schriftstellerin, Lyrikerin und Ordensgründerin. Eröffnete 1853 in Mombach mit Unterstützung des Bischofs von Ketteler das Kloster Vom Guten Hirten. Ihr Grab befindet sich auf dem Mainzer Hauptfriedhof.';'w';'Künstlerin';'None'
'IMMELMANNSTRASSE';'Immelmann, Max (geb. 21.09.1890 in Dresden, gest. 18.06.1916 im Luftkampf bei Sallaumines/Nordfrankreich), Jagdflieger, deutsches \"Flieger-Ass\" im Ersten Weltkrieg, sein Kriegsruhm trug ihm den Beinamen \"Adler von Lille\" ein';'m';'None';'None'
'INA-SEIDEL-STRASSE';'Seidel, Ina (geb. 15.09.1885 in Halle/Saale, gest. 02.10.1974 in Schäftlarn bei München), Schriftstellerin';'w';'Künstlerin';'None'
'INGE-REITZ-STRASSE';'Reitz-Sbresny, Inge (geb. 20. Juni 1927 in Mainz, gest. 28.11.2011 in Mainz), Schriftstellerin und Mundartdichterin';'w';'Künstlerin';'None'
'INGELHEIMSTRASSE';'Anselm Franz von Ingelheim (geb. 1622 in Steinheim, gest. 30.03.1695 in Aschaffenburg), von 1679 bis 1695 Erzbischof und Kurfürst von Mainz';'m';'None';'None'
'ISAAC-FULDA-ALLEE';'Fulda, Isaac Joseph (geb. 07.07.1868 in Mainz, gest. 1943 im Konzentrationslager Sobibor), Leiter des gleichnamigen Bankhauses bis zur Arisierung 1938 durch die Nationalsozialisten, 1939 Flucht nach Holland, Verhaftung, Ermordung im KZ Sobibor. Benennung der Straße auf Wunsch der Allgemeinen Kredit, deren Firma dort ansässig ist.';'m';'None';'None'
'JACOB-GOEDECKER-STRASSE';'Goedecker, Jacob (geb. 06.01.1882 in Warschau, gest. 19.07.1957 in Mainz), Ingenieur und Flugzeugkonstrukteur, Besitzer einer Flugzeugfabrik in Gonsenheim';'m';'None';'None'
'JAHNSTRASSE';'Jahn, Friedrich Ludwig (geb. 11.08.1778 in Lanz/Landkreis Ludwigslust, gest. 15.10.1852 in Freyburg/Unstrut), Pädagoge und Politiker, 1848 Abgeordneter der Frankfurter Nationalversammlung, Initiator der deutschen Turnbewegung (Turnvater Jahn)';'m';'None';'None'
'JAKOB-ANSTATT-STRASSE';'Anstatt, Jakob (geb. 25.06.1887 in Weisenau, gest. 29.11.1958 in Mainz), Inhaber eines Rheinsand-Betriebs, machte sich um den Wiederaufbau Weisenaus nach dem Zweiten Weltkrieg verdient';'m';'None';'None'
'JAKOB-BRAUNWART-WEG';'Braunwart, Jakob (geb. ca. 1800 in Eppertshausen, gest. 25.06.1862 in Hechtsheim), Bürgermeister von Hechtsheim 1831-1862';'m';'None';'None'
'JAKOB-DIETERICH-STRASSE';'Dieterich, Jakob (geb. 21.03.1829 in Mainz, gest. 19.02.1884 in Mainz), Präsident des Gewerbevereins und Stadtratsmitglied, der sich für die Stadterweiterung im Gartenfeld einsetzte. 1907 erbat die Geschäftsleitung der Lederwerke in der Neustadt die Benennung einer Privatstraße auf dem Fabrikgelände nach ihm.';'m';'None';'None'
'JAKOB-HEINZ-STRASSE';'Heinz, Jakob (geb. 24.01.1940 in Trier, gest. 25.07.2017 in Mainz), langjähriger 1. Vorsitzender des Männerchors 1839 Mainz-Bretzenheim';'m';'None';'None'
'JAKOB-LAUBACH-STRASSE';'Laubach, Jakob (geb. 23.12.1917 in Weisenau, gest. 04.03.2001 in Mainz), 1958 Cheflektor beim Matthias-Grünewald-Verlag in Mainz, 1974 Übernahme des Verlags und Leitung bis 1987.';'m';'None';'None'
'JAKOB-LEISCHNER-STRASSE';'Leischner, Jakob (geb. 30.06.1869 in Mainz, gest. 31.01.1929 in Mainz), Brandinspektor bei der Berufsfeuerwehr Mainz, kam bei einem Großbrand am 31. Januar 1929 durch den Einsturz einer Giebelwand ums Leben';'m';'None';'None'
'JAKOB-NICKOLAUS-WEG';'Nickolaus, Jakob (geb. 31.01.1906 in Finthen, gest. 18.09.1986 in Mainz-Gonsenheim), Mitglied im Ortsbeirat und Stadtrat, Wiederbegründer der Mainzer/Gonsenheimer SPD nach dem 2. Weltkrieg';'m';'None';'None'
'JAKOB-SIEBEN-STRASSE';'Sieben, Jakob (geb. 18.10.1883 in Nieder-Olm, gest. 09.12.1959 in Mainz), katholischer Priester, ab 1920 Pfarrer in Weisenau, ab 1951 Geistlicher Rat';'m';'None';'None'
'JAKOB-STEFFAN-STRASSE';'Steffan, Jakob (geb. 31.12.1888 in Oppenheim, gest. 09.02.1957 in Mainz), Sozialdemokrat, vor 1933 Mainzer Landtags- und Reichstagsabgeordneter, Verhaftung 1933, Haft im KZ Dachau, nach der Haftentlassung 1940 aktiv im Widerstand gegen das NS-Regime, nach Kriegsende Regierungspräsident in Rheinhessen und 1946-1950 Innen- bzw. Sozialminister in Rheinland-Pfalz';'m';'None';'None'
'JAKOB-WELDER-WEG';'Welder, Jakob (geb. um 1435 in Siegen, gest. 18.05.1483 in Mainz), 1477 Professor, 1478 erster Rektor der Mainzer Universität';'m';'None';'None'
'JEAN-PIERRE-JUNGELS-STRASSE';'Jungels, Jean-Pierre (geb. 1895, gest. 1944), luxemburgisches NS-Opfer, starb im Außenlager Finthen des KZ Hinzert';'m';'None';'None'
'JEANBON-ST.ANDRÉ-STRASSE';'St. André, Jeanbon Baron de (geb. 25.02.1749 in Montauban, gest. 10.12.1813 in Mainz), Präfekt des Departements Donnersberg in Mainz, dessen Grab sich auf dem Hauptfriedhof befindet. 1803 ordnete er die Anlage des Hauptfriedhofs bei der Aureuskapelle in Zahlbach an.';'m';'None';'None'
'JOCHEN-KLEPPER-WEG';'Klepper, Jochen (geb. 22.03.1903 in Beuthen/Oder, gest. 11.12.1942 in Berlin), Theologe, Schriftsteller und Journalist, bedeutender geistlicher Liederdichter, Gegner des Nationalsozialismus, beging 1942 zusammen mit seiner jüdischen Ehefrau Selbstmord. Die Umbenennung erfolgte anlässlich des 100. Geburtstagsjubiläums.';'m';'None';'None'
'JOCKEL-FUCHS-PLATZ';'Fuchs, Jakob \"Jockel\" (geb. 11.12.1919 in Hargesheim bei Bad Kreuznach, gest. 06.03.2002 in Mainz), war von Mai 1965 bis Mai 1987 Oberbürgermeister von Mainz. Es wurde ihm nachgesagt, \"populärster Mainzer seit Gutenberg\" zu sein. Der Aufstieg der Stadt Mainz zu einer modernen Großstadt in den 1960ern und 1970ern ist maßgeblich mit seinem Namen verbunden. Dazu gehörten vor allem die Ansiedlung von ZDF (auf dem Lerchenberg) und IBM. Mainzer Ehrenbürger.';'m';'None';'None'
